id,rated,created_at,last_move_at,turns,victory_status,winner,increment_code,white_id,white_rating,black_id,black_rating,moves,opening_eco,opening_name,opening_ply
OZTVonxN,False,1502639837144.0,1502640166109.0,97,resign,white,10+0,wilinski_28,1951,laurent137,1513,d4 d5 c4 c6 cxd5 cxd5 Nc3 Nf6 Bf4 Bf5 Nf3 e6 e3 Bd6 Bxd6 Qxd6 Bb5+ Nbd7 Ne5 O-O Nxd7 Nxd7 Bd3 Bxd3 Qxd3 Nf6 O-O a6 h3 b5 a3 Rfb8 b4 Rf8 Rac1 Qd7 Nb1 Ne4 Nd2 Nxd2 Qxd2 Rac8 Rc5 Qd6 Rfc1 Rfd8 Qe2 Rxc5 dxc5 Qe5 c6 Rc8 f4 Qd6 Qc2 Kf8 Qc5 Qxc5 Rxc5 Ke7 f5 exf5 Rxd5 Rxc6 Rxf5 Rc3 Re5+ Kd7 a4 bxa4 Ra5 Rb3 Rxa4 Rxe3 Rxa6 Rb3 Ra7+ Ke6 Rb7 g5 Kf2 h5 Rb5 f6 Rb8 Kd5 Rb6 f5 Rb5+ Kc4 Rxf5 Rxb4 Rxg5 Rb5 Rxb5 Kxb5 Kg3,D10,Slav Defense: Exchange Variation,5
mDHMtvra,True,1501900000000.0,1501900000000.0,131,mate,white,10+0,ri_chess,1586,raula46,1607,e4 e6 d4 d5 e5 c5 c3 Nc6 Bb5 Qb6 Bxc6+ bxc6 Nf3 Ba6 a4 Ne7 a5 Qb5 Qa4 Nf5 Qxb5 Bxb5 Na3 Ba6 Nc2 c4 Bg5 Be7 Bxe7 Nxe7 Nb4 Bb5 O-O O-O Ng5 Nf5 Rfe1 h6 Nf3 a6 Rab1 Rfc8 Nd2 c5 Nc2 Ba4 Ne3 Nxe3 Rxe3 cxd4 cxd4 Bc2 Rc1 Bd3 b3 Rab8 bxc4 dxc4 h3 Rb5 Rxd3 Rxa5 Rxc4 Ra1+ Kh2 Rxc4 Nxc4 Rc1 Nd6 a5 Ra3 Rd1 Rxa5 Rxd4 Ra8+ Kh7 Rf8 Rf4 Rxf7 Rxf7 Nxf7 Kg6 Nd8 Kf5 Nc6 g5 g4+ Ke4 Kg3 Kd5 Ne7+ Kxe5 Ng8 Ke4 Nxh6 e5 Nf7 Kd5 Nxg5 e4 Nxe4 Kxe4 f3+ Ke5 h4 Kf6 f4 Kg6 h5+ Kh6 Kh4 Kg7 g5 Kh7 f5 Kg7 h6+ Kh8 g6 Kg8 Kg5 Kh8 f6 Kg8 f7+ Kf8 h7 Kg7 Kf5 Kh8 f8=Q#,C02,French Defense: Advance Variation,8
VdqkrziX,False,1490330000000.0,1490330000000.0,35,mate,white,10+0,doraemon61,2264,ericksn,1778,e4 c5 Nf3 e6 Nc3 a6 d4 cxd4 Nxd4 Qc7 Be2 Bb4 Qd3 Bxc3+ bxc3 Nf6 O-O b6 Bf3 Bb7 e5 Bxf3 exf6 Bxg2 fxg7 Rg8 Qxh7 Bxf1 Qxg8+ Ke7 Qf8+ Kf6 g8=Q Qb7 Qg5#,B43,Sicilian Defense: Kan Variation |  Knight Variation,9
09fzI0ta,True,1500985478268.0,1500986037152.0,55,resign,white,10+0,artem555,1594,justello99,1608,d4 e6 c4 d5 cxd5 Qxd5 Nc3 Bb4 a3 Bxc3+ bxc3 Nf6 Bb2 Nbd7 Nf3 h6 e3 O-O Be2 b6 O-O Bb7 c4 Qc6 Qb3 e5 dxe5 Ng4 h3 Ngxe5 Qb5 Qg6 Bxe5 Nxe5 Qxe5 Rae8 Qxc7 Re7 Qxe7 Bc6 Qxa7 h5 Qxb6 Qh6 Ne5 Be4 Qxh6 gxh6 Bxh5 Kh7 Nxf7 Rg8 f3 Bf5 Kh2,D30,Queen's Gambit Declined,4
MjUb9jcO,True,1450630000000.0,1450630000000.0,85,resign,white,10+0,first-time-1,2213,ray44,1900,e4 d5 exd5 Nf6 d4 Nxd5 Nf3 Bg4 Be2 e6 c4 Nf6 O-O Be7 Qb3 b6 Bg5 Nc6 Qb5 Qd7 Be3 O-O Nc3 a6 Qb3 Na5 Qd1 Rad8 Ne5 Bxe2 Nxe2 Qc8 Qa4 Nb7 Qxa6 Nd7 Nc6 Rde8 Nc3 e5 dxe5 Bc5 Bf4 f6 Na7 Qb8 exf6 Rxf6 Nd5 Rxf4 Nxf4 Bd6 Nc6 Qc8 Nd5 Ndc5 Qb5 Qg4 Rfe1 Rf8 Nce7+ Kh8 Re3 Qh4 Ng6+ hxg6 Rh3 Qxh3 gxh3 Ne4 Nxc7 Bc5 Ne6 Rxf2 Nxc5 Nbxc5 b4 Nd3 Qe8+ Kh7 Qxe4 Rd2 Qe3 Ne5 Qxe5,B01,Scandinavian Defense: Modern Variation |  Gipslis Variation,8
QInACyYS,True,1443440000000.0,1443450000000.0,51,resign,white,5+6,rpotenza,1676,drunkenfluteplayer,1325,e4 c6 Nf3 d5 e5 d4 Bc4 b5 Bd3 a6 Qe2 Nd7 c3 c5 cxd4 c4 Be4 Rb8 d5 Nc5 d4 Nxe4 Qxe4 f5 exf6 Nxf6 Qe5 Nxd5 Qxb8 Nc7 O-O e6 Qb6 Bd6 Ne5 O-O Nd2 Na8 Qxd8 Rxd8 f4 Nc7 Ndf3 Be7 Nc6 Rd6 Nxe7+ Kf8 Nxc8 Ne8 Nxd6,B10,Caro-Kann Defense,2
ytAjBJzG,True,1492030000000.0,1492030000000.0,59,mate,white,10+0,tulpar27,1730,pmw97,1718,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nc6 Bb5 Bd7 Nc3 Nxd4 Qxd4 a6 Bc4 b5 Bb3 Nf6 Bg5 e5 Qe3 Be7 O-O O-O Rfd1 Qc7 Bxf6 Bxf6 Nd5 Qd8 Rd3 Bc6 Rad1 Bxd5 Bxd5 Rc8 c3 Bg5 Qf3 Kh8 a3 Bf4 g3 Bh6 Qh5 Qd7 Ba2 Rc6 Qxe5 f5 Rxd6 Rxd6 Rxd6 Qc8 Rxh6 fxe4 Re6 h6 Rxh6#,B54,Sicilian Defense #2,6
RBszfxvB,True,1395619940382.0,1395621684107.0,78,mate,black,15+0,totti,1327,hechmi,1490,e4 e6 e5 c5 Nf3 h6 d4 a6 d5 exd5 Qxd5 Ne7 Qd6 Nf5 Qd5 Qe7 Nc3 d6 Na4 Be6 Qe4 d5 Qd3 Qc7 b3 Be7 c4 d4 g3 Nc6 Bg2 Nb4 Qd2 Rad8 O-O d3 Ba3 Nc2 Rac1 Nxa3 Rc3 O-O Rxd3 Rxd3 Qxd3 Rd8 Qe4 b5 Nc3 bxc4 bxc4 Nxc4 Re1 g6 g4 Ng7 Bh3 Na3 Kg2 Qc8 Re3 Nc4 Re2 h5 Na4 hxg4 Bxg4 Bxg4 Nb6 Nxb6 Nh4 Bxe2 Qxe2 Bxh4 Qxa6 Qg4+ Kf1 Rd1#,C00,French Defense: Steinitz Attack,3
AmZUX1SA,True,1498072653158.0,1498073552543.0,58,mate,black,7+9,bleda,1289,luisdonis,1415,e3 e6 d3 d5 Be2 Nf6 Nf3 c5 Ne5 Bd6 Nf3 Nc6 c3 e5 O-O O-O Na3 a6 Nd2 Qe7 Nb3 b6 Bf3 Bb7 Nd2 Rad8 b3 Qc7 Nc2 e4 dxe4 dxe4 Bxe4 Nxe4 Nxe4 Bxh2+ Kh1 Rxd1 Rxd1 Rd8 Re1 Ne7 f3 Bg3 Rf1 a5 Bd2 Ba6 Rfd1 Bd3 Na3 Bxe4 fxe4 Qc6 e5 Bf2 Rf1 Qh6#,A00,Van't Kruijs Opening,1
V6VVe4tS,True,1504477116314.0,1504478244911.0,133,resign,black,10+0,ludast,1208,letabac,1871,d4 d5 c4 e6 e3 Nf6 Bd3 c5 Ne2 Nc6 Nd2 cxd4 exd4 dxc4 Bxc4 Nxd4 O-O Nxe2+ Qxe2 Be7 Re1 O-O b3 Bd7 Bb2 Bc6 f3 Qb6+ Kf1 Rad8 a4 a5 Rac1 Rxd2 Qxd2 Bb4 Bc3 Bxc3 Rxc3 Nd5 Bxd5 Bxd5 Rec1 Bc6 R1c2 Rd8 Qc1 g6 Rd2 Bd5 Rc8 Rxc8 Qxc8+ Kg7 Qc3+ Kg8 Rc2 Qxb3 Qxb3 Bxb3 Rc3 Bxa4 Kf2 Bc6 g3 a4 Ke3 Bd5 h4 h5 g4 b5 gxh5 gxh5 Rc8+ Kg7 Rb8 Bc4 Kd2 a3 Kc1 e5 Ra8 a2 Kb2 Kf6 Rh8 Kg6 Re8 f6 Rg8+ Kh7 Rf8 Kg7 Rb8 f5 Rb7+ Kf6 Rb6+ Kg7 Rb7+ Kf6 Ra7 e4 fxe4 fxe4 Ra6+ Kf5 Ra3 Kf4 Rh3 e3 Rh2 e2 Rf2+ Kg3 Rxe2 Bxe2 Kxa2 Kxh4 Ka3 Kg4 Kb4 h4 Kc3 h3 Kd2 Kf3 Ke1 h2 Kd2 h1=Q Kc3,D30,Queen's Gambit Declined,4
eYv8E8Nl,True,1446880000000.0,1446880000000.0,101,resign,white,10+0,tuntun,1912,lawrenman,1713,e4 e6 Nf3 d5 e5 c5 c3 Nc6 Bb5 Qb6 Bxc6+ bxc6 O-O Ne7 Ng5 h6 Nh3 Ng6 f4 c4+ Kh1 Ne7 d3 cxd3 Qxd3 c5 b3 Ba6 c4 dxc4 bxc4 Nd5 Nd2 Nb4 Qf3 Be7 a3 Nc6 Rb1 Qc7 Re1 O-O f5 Nd4 Qd3 Nxf5 Nf3 Rfd8 Qe4 Nd4 Qg4 Bxc4 Bxh6 Bf8 Nf4 Nxf3 gxf3 Rd4 Rg1 Qxe5 Bxg7 Bxg7 Rbe1 Qf6 Nh5 Rxg4 Nxf6+ Bxf6 Rxg4+ Kf8 Rxc4 Rc8 Ree4 Ke7 Rg4 Bd4 h4 Rb8 Kg2 Rb3 Ra4 Rb7 h5 e5 h6 e4 h7 exf3+ Kxf3 Ke6 Rgxd4 cxd4 h8=Q Rb3+ Ke4 Re3+ Kxd4 Rf3 Ra5 Rf4+ Ke3,C00,French Defense: Knight Variation,3
7OP3fCny,True,1504422710223.0,1504423997676.0,110,resign,black,9+3,mohmohcom2,2230,jerusseust,2396,d4 d5 Nf3 Nf6 c4 e6 Nc3 c5 cxd5 exd5 e3 Nc6 Be2 cxd4 Nxd4 Nxd4 Qxd4 Be6 O-O a6 Bf3 Rc8 Rd1 Bc5 Qa4+ Bd7 Qb3 Bc6 Nxd5 Nxd5 Bxd5 Bxd5 Qxd5 Qxd5 Rxd5 Ke7 Bd2 Ke6 Rd3 h5 Bc3 f6 Rad1 g5 Kf1 h4 h3 Be7 Ke2 Rc7 Rd5 Rhc8 R5d3 Rc4 Rd4 Rxd4 Rxd4 Bc5 Re4+ Kf5 Rg4 b6 e4+ Ke6 e5 Be7 exf6 Bxf6 Bxf6 Kxf6 Kd2 b5 f4 gxf4 Rxf4+ Kg5 Rg4+ Kh5 a3 a5 Rg7 Rf8 Ke3 Re8+ Kd4 Re2 b4 axb4 axb4 Rc2 Ke5 Rb2 Rg4 Rb3 Kf6 Rb2 Rg5+ Kh6 Rg4 Kh5 Ke5 Rb3 Kd4 Rxb4+ Kc5 Rxg4 hxg4+ Kxg4 Kxb5 Kg3,D41,Queen's Gambit Declined: Semi-Tarrasch |  5.cxd5,9
XfyJ4tKl,True,1504087043261.0,1504089087054.0,71,resign,white,15+5,chessmageddon,2206,ansevata,2046,e4 e6 d4 d5 e5 c5 c3 Nc6 Nf3 Qb6 a3 Bd7 b4 cxd4 cxd4 a6 Bb2 Na5 Nc3 Nc4 Bxc4 dxc4 O-O Ne7 Qe2 Nd5 Qxc4 Rc8 Nxd5 exd5 Qxd5 Be7 Rac1 Rd8 Qb3 a5 Bc3 a4 Qb2 O-O Nd2 Qg6 f4 f6 Rf2 fxe5 dxe5 h5 Nc4 h4 Ne3 Qd3 Re1 Bc6 Rd2 Qe4 Rxd8 Bxd8 f5 h3 e6 Bb6 Qf2 Rxf5 Qg3 g5 Qxh3 Bxe3+ Rxe3 Qb1+ Re1,C02,French Defense: Advance Variation |  Main Line,11
V5qVe62M,True,1500442582797.0,1500443260564.0,147,mate,white,10+0,artem555,1536,deep108,1500,e4 Nc6 d4 e5 d5 Nce7 Nf3 Ng6 Nc3 Bb4 Bd3 d6 O-O Nf6 h3 Nh5 Bg5 f6 Be3 O-O a3 Bxc3 bxc3 Nhf4 Bxf4 Nxf4 Re1 f5 exf5 Bxf5 Bxf5 Rxf5 c4 b6 a4 a5 c3 Qf6 Qb1 Rf8 Kh2 Qg6 g3 Qh6 gxf4 Qxf4+ Kg1 Qxf3 Kh2 Qxf2+ Kh1 Rg5 Rg1 Qf3+ Kh2 Rff5 Qf1 Qxc3 Rxg5 Rxf1 Rxf1 Qd2+ Rg2 Qd3 Rfg1 h6 Rxg7+ Kf8 Rg8+ Kf7 R8g7+ Kf6 R7g6+ Qxg6 Rxg6+ Kxg6 Kg3 Kf5 Kf3 h5 Ke3 e4 Kf2 Kf4 Ke2 h4 Kf2 e3+ Kg2 e2 Kf2 Ke4 Kxe2 Kd4 Kf3 Kxc4 Kg4 Kxd5 Kxh4 Ke5 Kg5 d5 h4 d4 h5 d3 h6 d2 h7 d1=Q h8=Q+ Ke6 Qe8+ Kd5 Qd8+ Kc4 Qxd1 Kb4 Kf5 c5 Ke4 c4 Kd5 c3 Kd4 b5 axb5 Kxb5 Kxc3 a4 Qa1 Ka5 Kc4 Kb6 Qxa4 Kc7 Qa6 Kd7 Qb6 Kc8 Qa7 Kd8 Kd5 Ke8 Ke6 Kf8 Qf7#,B00,Nimzowitsch Defense: Kennedy Variation |  Linksspringer Variation,5
uTZQcfcd,True,1504448194476.0,1504448688672.0,43,resign,white,10+0,couch_x_warrior,1604,kn89,1554,e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Nxd4 Qxd4 d6 Bb5+ Bd7 Bc4 c5 Qd3 Nh6 h3 Be7 Bxh6 gxh6 Bd5 O-O Bxb7 Rb8 Bd5 Rxb2 O-O Kh8 Nd2 Rb8 Rab1 Rxb1 Rxb1 Rg8 Bxf7 Rg7 Bd5 Qc8 Rb7 Bxh3 Qc3 Be6 Rxe7,C45,Scotch Game,7
HCvz5ME2,True,1491260000000.0,1491260000000.0,30,resign,black,10+0,chicago_chess,1365,vanz123,1708,e4 d5 exd5 Qxd5 Nc3 Qd8 d4 Nf6 Bf4 Bg4 f3 Bh5 Nb5 Nd5 Nxc7+ Nxc7 Bxc7 Qxc7 Bb5+ Nd7 Bxd7+ Qxd7 c3 e6 g4 Bg6 h4 f6 h5 Bf7,B01,Scandinavian Defense: Mieses-Kotroc Variation,4
tKSKAgXt,True,1480780000000.0,1480780000000.0,14,resign,black,15+0,thepawnsofwrath,1387,yuzas,1621,e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Qh4 Nc3 Bb4 g3 Qxe4+ Be3 Qxh1,C45,Scotch Game: Modern Defense,10
8bE8mQEe,True,1502307275550.0,1502309068269.0,200,draw,draw,8+5,rodrigowski19,1252,danidep02,1211,e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 h6 Nxf7 Qe7 Nxh8 Nxe4 Qf3 Ng5 Qf5 Qf6 Qxf6 gxf6 O-O Bc5 Nc3 d6 d3 Bf5 Bb5 O-O-O Bxc6 bxc6 Bxg5 Rxh8 Bxf6 Rf8 Bg7 Rf7 Bxh6 Bb4 Rad1 d5 d4 e4 Rfe1 Rf6 Bf4 Bg4 Rd2 Rxf4 a3 Bd6 Ne2 Rf8 h3 Bh5 Nc1 c5 dxc5 Bxc5 Rxd5 Bxf2+ Kh2 Bxe1 Rxh5 Bd2 Nb3 e3 Re5 Rf2 h4 e2 Nxd2 Kd7 h5 Kd6 Re3 Kd5 h6 Kd4 Re8 Rf6 h7 Rh6+ Kg1 Rxh7 Rxe2 Rg7 b4 Kc3 Ne4+ Kb2 c4+ Kxa3 b5 Kb4 Nd2 Rd7 g4 Rg7 Re4 Kc3 Nf3 Kd3 Rf4 Ke3 Rf6 Rxg4+ Kf1 Rxc4 Rf7 c6 bxc6 a5 Ne5 Rc1+ Kg2 a4 Ra7 Rc2+ Kg3 Rc5 Re7 a3 Nc4+ Kd3 Nxa3 Rxc6 Rd7+ Ke4 Re7+ Kf5 Nb5 Rb6 Nd4+ Kg5 Re5+ Kf6 Re2 Rd6 Rf2+ Ke5 Nb5 Rd3+ Kg2 Rb3 Re2+ Kf4 Rf2+ Kg5 Nd4 Rd3 Ne6+ Kh4 Rf4+ Kh5 Rf5+ Kg4 Rf4+ Kh5 Kf2 Rd2+ Ke3 Rd1 Rf5+ Kh4 Rf4+ Kh3 Ng5+ Kg3 Ne4+ Kh3 Rf3+ Kg4 Rf4+ Kh5 Rf5+ Kh6 Rf6+ Kh7 Rf7+ Kg6 Rf2 Re1+ Kd3 Rd1+ Ke3 Re1+ Kd4 Rd1+ Ke5 Re1 Rg2+ Kf7 Rf2+ Ke7 Kf5 Kd7 Nc3 Rc1 Nb5 Rc5+ Ke4 Rxb5,C57,Italian Game: Two Knights Defense |  Knight Attack,7
A1nXT89m,True,1481990000000.0,1481990000000.0,74,outoftime,black,10+0,lyfrules,1064,piley159,1144,e3 c5 f3 Nc6 g3 g6 Nh3 Nf6 c3 b6 Bc4 e6 Ng5 Bh6 f4 O-O Qe2 d5 Bb5 Bd7 Nxe6 fxe6 b4 a6 Bxa6 Rxa6 Qxa6 cxb4 Qa4 Na5 Qd1 bxc3 Nxc3 Nb3 axb3 b5 Ra5 b4 Na2 Qxa5 Qc2 Ra8 O-O Qxa2 Qc5 g5 Qe7 gxf4 Qxf6 Be8 Bb2 Qa7 Qh8+ Kf7 Qxh7+ Kf8 Qxh6+ Ke7 Qg7+ Kd8 Bf6+ Kc8 Qxa7 Rxa7 Rxf4 Ra1+ Kg2 Rb1 Rxb4 Rd1 Rb6 Rxd2+ Kg1 Re2,A00,Van't Kruijs Opening,1
GzXHG9Mo,True,1504014268817.0,1504015569548.0,42,resign,black,15+10,juansnow,1538,trianovitz,1683,d4 Nf6 c4 g6 Nc3 d5 e3 Bg7 Nf3 O-O cxd5 Nxd5 Bd3 c5 Nxd5 Qxd5 dxc5 Nc6 O-O Bg4 e4 Qxc5 Be3 Qh5 Be2 Ne5 Bd4 Nxf3+ Bxf3 Bxf3 gxf3 Rfd8 Bxg7 Rxd1 Rfxd1 Kxg7 Rd7 Qg5+ Kf1 Qb5+ Kg2 Qxd7,D94,Gruenfeld Defense: Three Knights Variation |  Burille Variation,9
8FrEczjJ,True,1503990000000.0,1503990000000.0,34,mate,black,10+0,manurafa,1802,bobc,1913,e4 c5 Nf3 d6 h3 a6 d4 cxd4 Nxd4 Nf6 Bd3 e5 Nf3 Be7 O-O O-O Bg5 Nbd7 Nh2 b5 a3 Bb7 Re1 Nc5 Nc3 Rc8 f3 Qb6 Kh1 Nxd3 Qxd3 Nh5 Bxe7 Ng3#,B50,Sicilian Defense,4
eQCfOH7H,True,1497355619044.0,1497356036178.0,69,resign,white,10+0,pat222,1527,pedja1367,1648,e4 e5 Nf3 d6 Bc4 Be7 d3 h6 h3 Nf6 Nc3 O-O Nd5 Nxd5 Bxd5 c6 Bb3 b5 a3 a5 Be3 Bb7 O-O c5 c4 b4 axb4 axb4 Rxa8 Bxa8 Qa1 Nc6 Bc2 Nd4 Bxd4 exd4 b3 f5 Re1 fxe4 dxe4 Bf6 e5 Bxf3 exf6 Rxf6 gxf3 Rxf3 Be4 Rxh3 Bd5+ Kh8 Qb1 Qg5+ Kf1 Rh1+ Ke2 Qe5+ Kd2 Qf4+ Ke2 Qg4+ Kd3 Rh3+ Kd2 Qf4+ Kd1 Qxf2 Re8+,C41,Philidor Defense #4,6
6imiq494,False,1479850000000.0,1479850000000.0,53,resign,white,10+0,troubleclef,1808,gijoel749,1916,d4 c5 d5 d6 c4 Nf6 e3 g6 Nc3 Bg7 Be2 O-O Nf3 Nbd7 O-O Nb6 b3 e6 Bb2 exd5 cxd5 Ne4 Nxe4 Bxb2 Rb1 Bg7 Ng3 Nxd5 Qxd5 Be6 Qxb7 Bg4 Qa6 Be5 Nxe5 Bxe2 Qxe2 dxe5 Qc4 Kg7 Rfd1 Qe7 Ne4 f5 Nxc5 Rac8 b4 a5 a3 axb4 Rd7 Rxc5 Rxe7+,A57,Benoni Defense: Hromadka System,6
n983jruV,True,1496350000000.0,1496350000000.0,80,mate,black,10+0,skulll1,1693,massaggro,2287,e4 Nf6 Nf3 Nxe4 Be2 d5 O-O c5 d4 cxd4 Qxd4 Nc6 Bb5 a6 Bxc6+ bxc6 Ne5 Bb7 f3 Nf6 c4 e6 cxd5 exd5 Re1 Be7 Bg5 O-O Nc3 h6 Be3 c5 Qa4 d4 Rad1 Qc8 Bxh6 gxh6 Nb1 Re8 Qc2 Bd6 Ng6 Qc7 h4 fxg6 Qxg6+ Qg7 Rxe8+ Rxe8 Qxg7+ Kxg7 Nd2 Re2 Nc4 Bg3 a4 Bd5 Nd2 c4 Kf1 Re7 Ne4 Nxe4 fxe4 Bxe4 h5 Bd3+ Kg1 c3 bxc3 dxc3 a5 c2 Ra1 Be2 Rc1 Bd1 Rxd1 cxd1=R#,B02,Alekhine Defense: John Tracy Gambit,3
YZhaRObW,False,1503600000000.0,1503600000000.0,39,resign,white,10+0,mhysa,1585,axelpro446,1501,d4 d5 c4 dxc4 e3 b5 a4 c6 axb5 cxb5 Qf3 Qc7 Qxa8 Nc6 Nf3 e6 Nc3 Bb4 Bd2 Bxc3 Bxc3 Nge7 Ne5 O-O Nxc6 Nxc6 Ba5 Nxa5 Qf3 Bb7 Qg3 Nb3 Rxa7 Qxg3 hxg3 Bc6 Rc7 Ba8 Be2,D20,Queen's Gambit Accepted: Old Variation,5
XZjlHA5z,True,1487440000000.0,1487450000000.0,56,mate,black,10+0,g0030_rodionova-li,1669,hus1972,1481,d4 e6 f4 d5 Nf3 c5 c3 Nf6 e3 Be7 Bd3 O-O O-O b6 Nbd2 Bb7 Ne5 Nbd7 Rf3 Rc8 Rh3 g6 g4 Ne4 Bxe4 dxe4 g5 cxd4 cxd4 Nxe5 dxe5 Qd3 Qe1 Rc2 Qh4 h5 Qf2 Bb4 Rg3 Rfc8 Qe1 Rxc1 Rxc1 Rxc1 Qxc1 Bxd2 Qc7 Bxe3+ Kg2 Ba6 Rxe3 Qf1+ Kg3 Qg1+ Kh3 Qg4#,A40,Horwitz Defense,2
ekGX7kSu,True,1479080000000.0,1479080000000.0,126,resign,black,10+3,jdimojc,1669,wazbi,1792,e4 g6 Nf3 Bg7 Bc4 d6 d4 Nc6 c3 e5 d5 Nce7 Bg5 Nf6 Nbd2 O-O O-O a6 a3 h6 Be3 Ng4 h3 Nxe3 fxe3 Kh7 Rf2 Ng8 Qf1 Qe7 Ne1 Nf6 g4 g5 Ng2 b5 Be2 Bb7 c4 c6 cxb5 cxb5 Rc1 Rac8 Bf3 Rxc1 Qxc1 Rc8 Qb1 Qc7 Rf1 Qc2 Qxc2 Rxc2 Nb3 Rxb2 Na5 Ba8 Rc1 Ra2 Nc6 Rxa3 Ne7 b4 Nc6 b3 Rb1 Nd7 Bd1 Nc5 Nb4 b2 Rxb2 Ra1 Rd2 Nxe4 Nc2 Ra2 Rd3 a5 h4 Bb7 hxg5 hxg5 Nge1 Ba6 Ra3 Rxa3 Nxa3 Nc3 Bb3 Be2 Kf2 Bxg4 Nc4 Bf8 Nxa5 f5 Nc6 f4 exf4 gxf4 Nd8 Kg6 Ne6 Be7 Nf3 Ne4+ Kg2 Kf6 Nh2 Bf5 Kf3 Nd2+ Ke2 Nxb3 Nf3 Bg4 Nc7 Nd4+ Kf2 Bxf3 Ne6 Bg4 Nxf4 exf4,B06,Modern Defense,2
5wbwJLj1,True,1417019885447.0,1417020140227.0,29,resign,white,7+8,atz,1596,engcondor,1229,e4 e5 Nf3 Nc6 Bc4 Nf6 d3 d5 exd5 Nxd5 O-O Nf6 Re1 Bd6 Bxf7+ Kxf7 c4 Re8 c5 Bxc5 Ng5+ Kg8 Qb3+ Nd5 Nc3 Be6 Nxe6 Nxc3 Nxd8+,C55,Italian Game: Two Knights Defense |  Modern Bishop's Opening,7
WDFmbEoP,False,1400978484171.0,1400978621518.0,17,resign,white,5+5,pocketwhale,1176,redwood,1398,e4 Nc6 Qf3 d5 exd5 Nd4 Qc3 Nf3+ gxf3 Nf6 Bb5+ Bd7 Bxd7+ Qxd7 Ne2 Nxd5 Qd4,B00,Nimzowitsch Defense,2
624khfjJ,True,1504130000000.0,1504130000000.0,53,resign,white,7+9,gone2dogz,1789,shadowtiger,1843,d4 Nf6 Bg5 e6 e4 d5 e5 h6 Be3 Nfd7 f4 c5 Nf3 Nc6 Bb5 Qa5+ Nc3 cxd4 Bxc6 dxc3 Bxd7+ Bxd7 bxc3 Qxc3+ Bd2 Qc4 Qb1 Bc6 Qb3 Qxb3 cxb3 Bb5 Nd4 Ba6 Kf2 Bc5 Be3 O-O g4 Rae8 g5 hxg5 fxg5 f6 exf6 gxf6 g6 Kg7 Rhg1 e5 Nf5+ Kg8 Bxc5,A45,Trompowsky Attack: Classical Defense |  Big Center Variation,5
dUFuKrXj,False,1503800000000.0,1503800000000.0,20,resign,black,10+0,axelpro446,1501,ddd12345,1759,e4 e6 Nf3 Be7 d4 d6 Bd3 e5 d5 Nf6 Bg5 Nxd5 exd5 Bxg5 O-O Bh6 Nbd2 O-O Be4 f5,C00,French Defense: Knight Variation,3
wDebmYFN,True,1503870000000.0,1503870000000.0,22,resign,white,15+14,toni4127,1873,magen,1630,d4 e6 c4 d5 Nc3 Nf6 Nf3 Bd7 Bf4 c5 cxd5 exd5 dxc5 Bxc5 Nxd5 Qa5+ Nc3 Ne4 e3 Ba4 Qxa4+ Nc6,D37,Queen's Gambit Declined: Three Knights Variation,7
h0um0i0j,True,1472540000000.0,1472540000000.0,63,mate,white,8+0,patrikfodor,1588,b6a8h,1632,d4 d5 c4 e6 cxd5 exd5 Nc3 Nf6 Bf4 Bb4 Qc2 O-O Nf3 Nc6 Ng5 Ne4 Nxe4 dxe4 a3 Bxc3+ bxc3 Bf5 g3 Re8 Bg2 Qe7 O-O Qe6 e3 Rac8 Rfd1 Red8 c4 Qf6 Bxe4 Bxe4 Qxe4 Re8 Qf3 Na5 c5 c6 e4 Nc4 e5 Qe7 Qg4 f6 Re1 fxe5 dxe5 Qxc5 Bh6 g6 e6 Nxa3 Qf4 Qe7 Rxa3 Qxa3 Qf7+ Kh8 Qg7#,D30,Queen's Gambit Declined,4
PRnX4pVs,True,1490330000000.0,1490330000000.0,111,resign,white,15+0,manrod420,1466,pars79,1503,c4 e5 Nc3 c6 e4 Qf6 Nge2 Bc5 f3 Qh4+ Ng3 Nf6 d3 O-O Be2 Na6 a3 d6 b4 Bd4 Kd2 Qf4+ Kc2 Qh4 Qd2 b5 f4 bxc4 fxe5 dxe5 dxc4 c5 b5 Nc7 Bb2 Ne6 Nf5 Qf4 Ne7+ Kh8 Qxf4 exf4 Nxc8 Raxc8 h3 Nh5 Bxh5 g6 Bf3 g5 g4 a5 a4 Rcd8 Rad1 Ng7 Nd5 Bxb2 Kxb2 Ne6 Ka3 Nd4 Rhf1 Nc2+ Ka2 Ne3 Nxe3 Rxd1 Rxd1 fxe3 Rd5 Rc8 Kb2 Kg7 Kc2 Kg6 Kd3 e2 Bxe2 Kf6 b6 Rb8 Rxc5 Rxb6 Rxa5 Rb3+ Kd4 Rb2 Bf1 Kg6 Ra6+ Kg7 c5 Rb1 Bc4 Rd1+ Kc3 Rc1+ Kb4 Rb1+ Ka5 Rc1 Bd5 Rxc5+ Kb6 Rc3 Ra7 Rxh3 Rxf7+ Kg8 Rf3+,A21,English Opening: King's English Variation |  Reversed Sicilian,3
